CustCode,Factory,BalToMfg
CUST0090,F10,284
CUST0081,F9,394
CUST0079,F2,297
CUST0050,F2,31
CUST0077,F1,298
CUST0024,F4,122
CUST0065,F9,34
CUST0091,F10,182
CUST0076,F4,202
CUST0088,F4,227
CUST0090,F4,313
CUST0074,F9,77
CUST0024,F1,137
CUST0036,F4,13
CUST0045,F10,76
CUST0092,F2,197
CUST0026,F10,270
CUST0057,F9,389
CUST0032,F9,265
CUST0072,F2,99
CUST0043,F4,194
CUST0071,F4,231
CUST0035,F10,368
CUST0056,F2,255
CUST0083,F3,85
CUST0083,F9,22
CUST0051,F9,380
CUST0050,F1,226
CUST0020,F10,49
CUST0090,F9,200
CUST0076,F3,223
CUST0034,F1,394
CUST0060,F10,254
CUST0075,F2,66
CUST0003,F10,26
CUST0008,F4,107
CUST0034,F10,248
CUST0075,F2,385
CUST0013,F1,98
CUST0025,F9,368
CUST0018,F1,248
CUST0081,F3,93
CUST0030,F3,363
CUST0010,F2,187
CUST0011,F10,113
CUST0031,F10,138
CUST0063,F9,73
CUST0002,F10,67
CUST0038,F10,1
CUST0076,F4,188
CUST0065,F1,45
CUST0040,F10,210
CUST0002,F3,380
CUST0028,F1,141
CUST0015,F9,196
CUST0074,F2,263
CUST0048,F9,4
CUST0058,F3,230
CUST0006,F1,1
CUST0035,F9,188
CUST0040,F4,100
CUST0099,F3,211
CUST0016,F4,70
CUST0058,F1,359
CUST0009,F4,61
CUST0039,F1,268
CUST0083,F10,279
CUST0005,F4,395
CUST0061,F2,379
CUST0066,F10,357
CUST0067,F3,60
CUST0017,F3,41
CUST0074,F3,380
CUST0007,F1,105
CUST0046,F9,328
CUST0039,F2,288
CUST0054,F2,211
CUST0034,F10,239
CUST0063,F10,380
CUST0045,F4,219
CUST0066,F2,216
CUST0011,F4,171
CUST0065,F3,364
CUST0036,F1,142
CUST0031,F2,148
CUST0002,F1,202
CUST0095,F9,291
CUST0031,F9,238
CUST0007,F3,148
CUST0058,F2,186
CUST0089,F2,282
CUST0075,F10,280
CUST0092,F1,328
CUST0066,F9,294
CUST0091,F2,264
CUST0017,F1,54
CUST0095,F9,177
CUST0093,F10,287
CUST0071,F1,93
CUST0064,F2,132
CUST0031,F2,249
CUST0065,F10,278
CUST0092,F2,376
CUST0054,F2,23
CUST0038,F2,1
CUST0027,F2,304
CUST0100,F2,86
CUST0020,F1,251
CUST0070,F1,153
CUST0013,F10,11
CUST0008,F10,37
CUST0014,F3,156
CUST0058,F4,395
CUST0058,F1,335
CUST0093,F3,107
CUST0075,F4,134
CUST0015,F3,179
CUST0002,F3,354
CUST0011,F10,172
CUST0081,F9,189
CUST0057,F4,225
CUST0008,F10,193
CUST0029,F4,26
CUST0033,F4,72
CUST0009,F4,248
CUST0053,F2,78
CUST0020,F3,108
CUST0007,F3,399
CUST0033,F3,92
CUST0057,F1,223
CUST0098,F1,284
CUST0019,F4,315
CUST0011,F10,280
CUST0027,F2,36
CUST0055,F10,348
CUST0005,F10,372
CUST0074,F1,54
CUST0043,F3,328
CUST0084,F1,230
CUST0038,F9,324
CUST0050,F1,271
CUST0034,F1,68
CUST0049,F9,20
CUST0072,F9,148
CUST0050,F10,13
CUST0040,F1,167
CUST0009,F3,197
CUST0022,F10,74
CUST0057,F4,143
CUST0033,F9,7
CUST0034,F3,203
CUST0097,F9,275
CUST0030,F10,283
CUST0035,F3,297
CUST0011,F9,230
CUST0015,F9,390
CUST0040,F1,302
CUST0097,F2,140
CUST0099,F3,23
CUST0092,F3,214
CUST0096,F4,298
CUST0068,F1,32
CUST0054,F4,190
CUST0079,F10,277
CUST0009,F10,352
CUST0035,F2,134
CUST0048,F2,280
CUST0064,F3,150
CUST0016,F9,306
CUST0047,F4,375
CUST0084,F9,395
CUST0035,F3,145
CUST0057,F4,239
CUST0072,F10,188
CUST0012,F4,338
CUST0021,F3,376
CUST0094,F10,99
CUST0084,F3,219
CUST0069,F10,304
CUST0052,F3,192
CUST0059,F10,103
CUST0007,F2,74
CUST0005,F1,196
CUST0025,F1,222
CUST0040,F3,213
CUST0007,F10,184
CUST0084,F2,81
CUST0037,F1,218
CUST0063,F9,304
CUST0010,F4,342
CUST0033,F1,67
CUST0049,F3,191
CUST0084,F9,109
CUST0035,F4,22
CUST0071,F10,29
CUST0070,F9,180
CUST0042,F4,334
CUST0094,F2,116
CUST0068,F4,324
CUST0036,F1,20
CUST0027,F3,68
CUST0084,F2,213
CUST0079,F2,289
CUST0077,F9,95
CUST0074,F1,288
CUST0056,F10,190
CUST0066,F1,63
CUST0062,F3,254
CUST0004,F3,240
CUST0075,F3,175
CUST0081,F2,98
CUST0035,F2,283
CUST0057,F3,176
CUST0023,F10,165
CUST0045,F2,388
CUST0063,F10,185
CUST0053,F10,279
CUST0046,F2,112
CUST0019,F4,174
CUST0024,F1,357
CUST0086,F9,221
CUST0041,F4,305
CUST0088,F3,237
CUST0099,F10,93
CUST0062,F9,217
CUST0008,F10,60
CUST0089,F1,276
CUST0017,F10,327
CUST0054,F4,102
CUST0001,F1,182
CUST0023,F10,306
CUST0080,F1,241
CUST0001,F1,0
CUST0076,F3,18
CUST0055,F3,360
CUST0034,F1,153
CUST0037,F4,350
CUST0078,F4,283
CUST0041,F9,252
CUST0089,F9,245
CUST0084,F9,295
CUST0099,F10,265
CUST0023,F2,182
CUST0096,F10,1
CUST0045,F4,310
CUST0077,F3,321
CUST0093,F4,311
CUST0065,F2,98
CUST0079,F9,32
CUST0020,F2,49
CUST0073,F9,82
CUST0061,F10,336
CUST0075,F2,336
CUST0049,F10,183
CUST0013,F3,78
CUST0004,F4,231
CUST0058,F3,366
CUST0001,F2,168
CUST0002,F4,185
CUST0090,F10,286
CUST0003,F3,170
CUST0005,F4,96
CUST0030,F10,246
CUST0011,F4,47
CUST0024,F1,316
CUST0002,F10,7
CUST0003,F10,91
CUST0013,F3,230
CUST0040,F3,380
CUST0025,F9,347
CUST0047,F1,285
CUST0002,F10,272
CUST0064,F10,197
CUST0035,F2,59
CUST0073,F2,172
CUST0078,F2,305
CUST0028,F1,230
CUST0039,F1,259
CUST0018,F1,39
CUST0051,F3,168
CUST0003,F2,398
CUST0085,F1,188
CUST0039,F9,12
CUST0050,F1,30
CUST0042,F3,265
CUST0051,F3,164
CUST0087,F10,119
CUST0055,F1,282
CUST0067,F3,155
CUST0022,F1,122
CUST0040,F10,387
CUST0059,F3,72
CUST0032,F1,382
CUST0097,F9,51
CUST0067,F9,134
CUST0072,F2,26
CUST0070,F4,219
CUST0062,F2,392
CUST0095,F3,38
CUST0058,F3,198
CUST0025,F4,215
CUST0051,F1,193
CUST0065,F4,156
CUST0006,F4,18
CUST0052,F9,324
CUST0036,F3,206
CUST0067,F4,46
CUST0069,F1,86
CUST0047,F1,21
CUST0085,F1,178
CUST0044,F2,395
CUST0065,F9,380
CUST0034,F9,27
CUST0040,F1,302
CUST0055,F10,41
CUST0066,F9,378
CUST0085,F10,35
CUST0077,F2,124
CUST0073,F1,91
CUST0071,F2,323
CUST0015,F9,222
CUST0015,F1,270
CUST0025,F4,396
CUST0039,F1,10
CUST0026,F2,306
CUST0079,F4,316
CUST0061,F10,276
CUST0045,F1,269
CUST0033,F9,287
CUST0018,F1,364
CUST0054,F4,4
CUST0009,F2,356
CUST0048,F2,260
CUST0046,F9,40
CUST0013,F2,109
CUST0040,F4,148
CUST0015,F10,276
CUST0025,F3,89
CUST0060,F4,150
CUST0068,F2,270
CUST0075,F10,123
CUST0079,F9,231
CUST0088,F1,92
CUST0043,F10,96
CUST0100,F9,119
CUST0015,F2,255
CUST0057,F3,90
CUST0055,F9,168
CUST0037,F10,327
CUST0091,F4,229
CUST0037,F4,224
CUST0009,F10,151
CUST0042,F9,273
CUST0031,F2,127
CUST0054,F2,95
CUST0027,F10,150
CUST0007,F4,56
CUST0022,F1,108
CUST0029,F3,146
CUST0030,F4,126
CUST0059,F2,51
CUST0051,F4,236
CUST0012,F3,4
CUST0084,F2,115
CUST0005,F4,202
CUST0035,F9,258
CUST0001,F10,0
CUST0039,F1,333
CUST0074,F1,215
CUST0063,F1,115
CUST0024,F1,114
CUST0008,F10,0
CUST0035,F4,185
CUST0084,F10,332
CUST0076,F4,302
CUST0010,F10,142
CUST0099,F9,253
CUST0057,F1,97
CUST0096,F4,62
CUST0098,F3,166
CUST0096,F3,54
CUST0004,F10,359
CUST0090,F10,85
CUST0091,F9,87
CUST0042,F4,95
CUST0089,F1,397
CUST0077,F2,395
CUST0057,F1,381
CUST0055,F4,391
CUST0073,F2,287
CUST0059,F4,175
CUST0075,F10,147
CUST0082,F2,317
CUST0027,F1,82
CUST0005,F3,240
CUST0094,F2,314
CUST0082,F1,273
CUST0052,F3,286
CUST0052,F10,75
CUST0054,F9,20
CUST0055,F3,245
CUST0030,F10,82
CUST0079,F4,15
CUST0019,F4,186
CUST0063,F10,233
CUST0052,F4,242
CUST0018,F10,298
CUST0018,F4,164
CUST0063,F10,244
CUST0036,F2,173
CUST0059,F2,56
CUST0050,F1,157
CUST0076,F2,96
CUST0018,F4,252
CUST0025,F1,189
CUST0038,F9,396
CUST0088,F2,80
CUST0016,F2,247
CUST0046,F4,9
CUST0070,F9,12
CUST0034,F3,340
CUST0090,F10,359
CUST0037,F3,85
CUST0004,F2,139
CUST0049,F2,391
CUST0029,F2,379
CUST0093,F10,231
CUST0059,F10,99
CUST0059,F10,39
CUST0017,F3,311
CUST0067,F1,191
CUST0079,F9,56
CUST0002,F1,2
CUST0070,F3,221
CUST0002,F4,135
CUST0022,F3,57
CUST0054,F4,328
CUST0027,F4,338
CUST0075,F9,308
CUST0095,F10,184
CUST0033,F4,106
CUST0086,F3,131
CUST0002,F10,218
CUST0053,F9,64
CUST0078,F1,100
CUST0098,F3,359
CUST0067,F10,306
CUST0071,F3,379
CUST0057,F4,120
CUST0066,F2,153
CUST0069,F10,159
CUST0076,F9,157
CUST0059,F1,59
CUST0026,F2,97
CUST0018,F9,363
CUST0079,F3,248
CUST0002,F3,162
CUST0019,F1,118
CUST0048,F10,182
CUST0027,F1,49
CUST0065,F10,119
CUST0018,F10,337
CUST0034,F3,50
CUST0064,F3,168
CUST0077,F2,175
CUST0017,F4,198
CUST0021,F2,22
CUST0018,F9,144
CUST0057,F3,69
CUST0016,F9,6
CUST0068,F4,118
CUST0020,F3,348
CUST0022,F9,31
CUST0002,F9,217
CUST0080,F9,185
CUST0021,F4,305
CUST0057,F3,271
CUST0046,F9,113
CUST0039,F1,284
CUST0084,F1,98
CUST0076,F4,85
CUST0082,F2,235
CUST0070,F1,349
CUST0058,F2,386
CUST0066,F3,62
CUST0072,F4,305
CUST0075,F1,326
CUST0046,F3,136
CUST0045,F9,72
CUST0076,F4,105
CUST0050,F3,79
CUST0066,F1,88
CUST0064,F2,173
CUST0024,F4,330
CUST0096,F1,158
CUST0025,F4,388
CUST0093,F9,225
CUST0093,F4,183
CUST0052,F2,210
CUST0095,F3,61
CUST0055,F4,246
CUST0037,F3,277
CUST0040,F10,108
CUST0012,F4,117
CUST0066,F10,389
CUST0041,F10,87
CUST0070,F10,379
CUST0019,F4,173
CUST0073,F2,190
CUST0048,F10,83
CUST0039,F4,237
CUST0044,F9,295
CUST0009,F4,119
CUST0014,F4,70
CUST0059,F4,277
CUST0054,F3,49
CUST0043,F2,344
CUST0094,F9,68
CUST0072,F1,246
CUST0026,F9,38
CUST0099,F3,194
CUST0005,F10,254
CUST0053,F2,95
CUST0086,F10,160
CUST0086,F2,129
CUST0010,F4,292
CUST0018,F1,25
CUST0095,F10,134
CUST0077,F3,343
CUST0018,F4,380
CUST0041,F2,52
CUST0027,F9,222
CUST0068,F3,267
CUST0076,F10,243
CUST0021,F4,387
CUST0064,F3,304
CUST0097,F9,23
CUST0065,F3,19
CUST0051,F2,333
CUST0098,F2,172
CUST0037,F10,3
CUST0083,F9,357
CUST0077,F2,27
CUST0042,F1,144
CUST0011,F10,331
CUST0047,F2,289
CUST0017,F1,163
CUST0007,F9,241
CUST0061,F2,18
CUST0060,F1,7
CUST0046,F3,384
CUST0036,F9,248
CUST0065,F10,37
CUST0093,F1,147
CUST0038,F1,178
CUST0091,F9,291
CUST0025,F2,305
CUST0089,F1,374
CUST0071,F9,162
CUST0073,F9,272
CUST0021,F10,30
CUST0079,F2,260
CUST0049,F10,304
CUST0040,F9,35
CUST0014,F1,114
CUST0027,F3,273
CUST0018,F10,74
CUST0090,F2,365
CUST0074,F2,55
CUST0075,F3,40
CUST0003,F9,108
CUST0014,F2,106
CUST0031,F3,325
CUST0061,F10,256
CUST0046,F4,93
CUST0074,F1,388
CUST0038,F10,34
CUST0078,F10,56
CUST0098,F2,355
CUST0013,F9,253
CUST0072,F4,367
CUST0025,F9,87
CUST0007,F1,80
CUST0087,F2,136
CUST0025,F9,185
CUST0050,F9,386
CUST0093,F3,398
CUST0065,F9,377
CUST0009,F9,300
CUST0065,F2,1
CUST0052,F2,317
CUST0013,F1,41
CUST0048,F10,5
CUST0081,F4,97
CUST0031,F1,123
CUST0099,F10,182
CUST0074,F3,121
CUST0036,F9,54
CUST0027,F4,129
CUST0031,F2,76
CUST0078,F4,237
CUST0097,F10,302
CUST0095,F1,400
CUST0087,F3,374
CUST0037,F9,279
CUST0015,F9,180
CUST0094,F10,255
CUST0099,F2,279
CUST0050,F10,70
CUST0018,F9,239
CUST0054,F10,156
CUST0067,F3,303
CUST0028,F3,293
CUST0065,F10,71
CUST0010,F2,160
CUST0078,F1,191
CUST0099,F1,193
CUST0028,F4,111
CUST0089,F4,4
CUST0013,F2,212
CUST0094,F4,194
CUST0038,F1,107
CUST0001,F3,220
CUST0089,F4,131
CUST0075,F10,182
CUST0076,F10,396
CUST0032,F3,379
CUST0066,F4,264
CUST0021,F9,319
CUST0019,F2,307
CUST0094,F2,305
CUST0067,F1,300
CUST0003,F4,378
CUST0059,F10,203
CUST0081,F3,10
CUST0075,F4,20
CUST0049,F3,219
CUST0090,F2,114
CUST0085,F1,160
CUST0029,F3,202
CUST0017,F10,132
CUST0032,F2,123
CUST0023,F3,296
CUST0067,F3,298
CUST0033,F2,26
CUST0058,F1,358
CUST0058,F10,174
CUST0010,F1,388
CUST0087,F10,353
CUST0034,F3,376
CUST0063,F1,337
CUST0080,F9,311
CUST0019,F10,344
CUST0042,F3,232
CUST0028,F10,191
CUST0018,F10,276
CUST0050,F2,309
CUST0027,F4,375
CUST0018,F1,299
CUST0030,F1,121
CUST0052,F1,188
CUST0085,F2,239
CUST0022,F3,62
CUST0060,F9,215
CUST0081,F2,244
CUST0055,F3,308
CUST0079,F4,258
CUST0015,F2,221
CUST0079,F9,232
CUST0031,F3,224
CUST0010,F1,32
CUST0008,F10,195
CUST0081,F4,326
CUST0026,F2,239
CUST0026,F4,333
CUST0043,F10,41
CUST0054,F9,275
CUST0046,F4,350
CUST0048,F3,367
CUST0044,F1,103
CUST0009,F1,69
CUST0023,F3,190
CUST0074,F9,240
CUST0019,F3,171
CUST0088,F4,385
CUST0008,F1,327
CUST0018,F4,66
CUST0064,F2,304
CUST0095,F3,79
CUST0053,F3,147
CUST0075,F4,246
CUST0063,F9,98
CUST0056,F1,350
CUST0022,F2,381
CUST0012,F10,111
CUST0044,F3,90
CUST0080,F3,103
CUST0069,F1,0
CUST0048,F9,188
CUST0047,F9,68
CUST0034,F2,298
CUST0029,F3,36
CUST0056,F9,276
CUST0070,F2,62
CUST0083,F1,86
CUST0004,F9,394
CUST0005,F3,299
CUST0046,F2,239
CUST0044,F1,323
CUST0029,F4,313
CUST0097,F4,177
CUST0026,F10,31
CUST0076,F2,200
CUST0037,F1,285
CUST0082,F2,44
CUST0038,F3,344
CUST0090,F1,274
CUST0054,F10,382
CUST0055,F2,109
CUST0082,F10,135
CUST0002,F9,40
CUST0034,F9,315
CUST0046,F10,153
CUST0085,F9,29
CUST0046,F10,215
CUST0041,F3,370
CUST0034,F4,108
CUST0056,F1,364
CUST0042,F10,8
CUST0014,F1,84
CUST0032,F9,70
CUST0043,F10,96
CUST0088,F4,298
CUST0009,F1,325
CUST0005,F10,22
CUST0077,F10,349
CUST0042,F1,247
CUST0088,F2,140
CUST0013,F9,132
CUST0063,F10,250
CUST0067,F9,132
CUST0050,F4,386
CUST0092,F3,282
CUST0023,F1,344
CUST0003,F9,168
CUST0081,F9,368
CUST0100,F10,52
CUST0055,F2,97
CUST0002,F10,239
CUST0002,F10,103
CUST0071,F10,42
CUST0052,F9,241
CUST0081,F9,257
CUST0056,F3,162
CUST0014,F1,144
CUST0084,F3,254
CUST0047,F2,134
CUST0069,F3,351
CUST0027,F2,328
CUST0029,F1,397
CUST0016,F9,271
CUST0045,F4,395
CUST0006,F1,163
CUST0030,F10,90
CUST0095,F10,13
CUST0039,F3,96
CUST0070,F4,376
CUST0066,F10,128
CUST0012,F2,200
CUST0031,F9,257
CUST0036,F1,182
CUST0016,F3,235
CUST0095,F9,292
CUST0002,F9,63
CUST0017,F9,233
CUST0030,F3,129
CUST0030,F2,345
CUST0010,F3,82
CUST0075,F2,321
CUST0002,F1,376
CUST0097,F9,61
CUST0007,F4,264
CUST0053,F10,252
CUST0087,F9,379
CUST0010,F10,321
CUST0099,F10,295
CUST0086,F2,357
CUST0066,F3,241
CUST0028,F1,381
CUST0001,F3,219
CUST0010,F3,387
CUST0100,F10,45
CUST0082,F10,347
CUST0058,F10,189
CUST0076,F2,195
CUST0075,F9,61
CUST0008,F10,138
CUST0080,F10,342
CUST0053,F1,279
CUST0085,F10,107
CUST0087,F9,25
CUST0059,F3,122
CUST0056,F9,198
CUST0052,F2,327
CUST0073,F3,213
CUST0086,F10,290
CUST0003,F4,138
CUST0057,F9,334
CUST0023,F4,99
CUST0076,F1,91
CUST0074,F1,337
CUST0049,F3,389
CUST0057,F9,102
CUST0073,F4,278
CUST0042,F2,361
CUST0017,F2,275
CUST0086,F1,148
CUST0079,F9,384
CUST0090,F3,350
CUST0071,F9,75
CUST0057,F3,103
CUST0016,F2,259
CUST0063,F3,155
CUST0077,F4,136
CUST0062,F9,245
CUST0041,F9,306
CUST0032,F4,155
CUST0022,F1,252
CUST0004,F3,100
CUST0084,F4,380
CUST0035,F9,307
CUST0051,F9,46
CUST0052,F2,335
CUST0081,F3,229
CUST0027,F4,35
CUST0078,F1,258
CUST0076,F9,187
CUST0097,F1,259
CUST0040,F10,141
CUST0025,F9,148
CUST0037,F4,344
CUST0045,F3,43
CUST0013,F10,134
CUST0061,F3,241
CUST0062,F4,291
CUST0080,F9,42
CUST0048,F2,114
CUST0056,F10,235
CUST0025,F2,18
CUST0024,F3,363
CUST0053,F4,71
CUST0062,F3,35
CUST0089,F2,274
CUST0096,F4,141
CUST0030,F1,33
CUST0081,F9,125
CUST0009,F3,265
CUST0050,F10,381
CUST0048,F3,149
CUST0031,F1,204
CUST0010,F2,350
CUST0003,F2,301
CUST0067,F1,356
CUST0041,F9,19
CUST0078,F4,244
CUST0036,F4,220
CUST0079,F10,256
CUST0024,F4,101
CUST0018,F9,315
CUST0082,F3,30
CUST0079,F9,332
CUST0076,F10,281
CUST0045,F4,269
CUST0085,F1,261
CUST0096,F2,379
CUST0066,F9,72
CUST0097,F3,169
CUST0048,F4,34
CUST0021,F4,361
CUST0020,F10,396
CUST0058,F9,385
CUST0014,F1,241
CUST0031,F2,176
CUST0062,F2,48
CUST0049,F9,327
CUST0006,F10,203
CUST0038,F10,379
CUST0033,F10,168
CUST0058,F2,182
CUST0080,F3,44
CUST0005,F2,20
CUST0004,F4,91
CUST0085,F3,198
CUST0071,F9,339
CUST0029,F10,315
CUST0022,F1,18
CUST0059,F1,9
CUST0072,F1,160
CUST0099,F3,97
CUST0062,F3,278
CUST0035,F2,135
CUST0029,F10,262
CUST0100,F9,362
CUST0093,F10,362
CUST0067,F4,148
CUST0004,F3,37
CUST0014,F4,130
CUST0021,F2,146
CUST0092,F4,34
CUST0053,F4,184
CUST0053,F1,63
CUST0076,F4,52
CUST0032,F2,55
CUST0097,F4,389
CUST0041,F2,46
CUST0040,F10,376
CUST0020,F4,247
CUST0100,F2,200
CUST0008,F9,183
CUST0007,F4,292
CUST0097,F4,253
CUST0052,F1,242
CUST0002,F10,334
CUST0004,F10,281
CUST0017,F9,209
CUST0028,F2,247
CUST0087,F1,239
CUST0086,F1,25
CUST0033,F3,103
CUST0043,F10,234
CUST0053,F2,23
CUST0100,F1,7
CUST0025,F2,21
CUST0056,F1,34
CUST0046,F3,302
CUST0044,F9,283
CUST0052,F4,226
CUST0034,F9,242
CUST0028,F3,256
CUST0096,F4,351
CUST0070,F2,235
CUST0016,F10,193
CUST0086,F4,368
CUST0043,F9,391
CUST0094,F2,383
CUST0057,F2,270
CUST0090,F2,236
CUST0025,F9,78
CUST0068,F9,211
CUST0078,F2,355
CUST0059,F2,202
CUST0065,F10,311
CUST0094,F2,348
CUST0017,F9,359
CUST0016,F3,378
CUST0042,F2,140
CUST0011,F10,333
CUST0099,F2,142
CUST0023,F1,196
CUST0018,F4,369
CUST0081,F1,208
CUST0082,F3,373
CUST0028,F2,66
CUST0014,F1,316
CUST0036,F4,317
CUST0029,F9,130
CUST0021,F10,270
CUST0017,F9,221
CUST0060,F9,122
CUST0043,F3,273
CUST0018,F9,68
CUST0093,F3,157
CUST0049,F4,57
CUST0019,F9,353
CUST0074,F10,132
CUST0095,F3,354
CUST0058,F1,83
CUST0004,F3,165
CUST0037,F10,75
CUST0064,F4,9
CUST0084,F1,313
CUST0087,F1,221
CUST0025,F4,276
CUST0004,F1,289
CUST0082,F1,260
CUST0006,F3,381
CUST0060,F3,96
CUST0098,F2,56
CUST0037,F1,204
CUST0021,F2,322
CUST0089,F10,331
CUST0014,F10,205
CUST0077,F10,315
CUST0036,F10,53
CUST0083,F1,338
CUST0090,F10,287
CUST0089,F9,397
CUST0039,F1,136
CUST0091,F9,350
CUST0043,F9,84
CUST0056,F10,292
CUST0095,F9,135
CUST0070,F10,290
CUST0096,F9,184
CUST0056,F2,201
CUST0095,F2,204
CUST0037,F4,349
CUST0043,F3,203
CUST0021,F2,51
CUST0013,F4,164
CUST0100,F1,72
CUST0068,F3,358
CUST0056,F4,37
CUST0071,F9,320
CUST0031,F2,334
CUST0065,F3,131
CUST0066,F9,41
CUST0050,F3,17
CUST0091,F1,192
CUST0056,F3,84
CUST0094,F3,283
CUST0047,F2,262
CUST0026,F4,0
CUST0032,F4,309
CUST0053,F3,208
CUST0057,F9,58
CUST0060,F3,11
CUST0017,F1,220
CUST0041,F10,247
CUST0061,F9,390
CUST0009,F2,4
CUST0019,F4,180
CUST0049,F9,229
CUST0068,F3,104
CUST0051,F10,189
CUST0050,F1,42
CUST0064,F1,23
CUST0071,F2,341
CUST0063,F3,98
CUST0005,F4,296
CUST0041,F4,321
CUST0078,F1,24
CUST0090,F3,292
CUST0092,F4,290
CUST0032,F4,311
CUST0049,F4,320
CUST0053,F10,6
CUST0083,F9,331
CUST0045,F9,123
CUST0045,F10,69
CUST0053,F9,133
CUST0081,F1,138
CUST0068,F4,3
CUST0067,F2,182
CUST0034,F9,161
CUST0063,F1,238
CUST0050,F10,297
CUST0087,F1,393
CUST0056,F9,109
CUST0054,F2,35
CUST0014,F9,27
CUST0008,F2,55
CUST0063,F2,204
CUST0098,F2,384
CUST0073,F10,298
CUST0096,F9,11
CUST0098,F10,35
CUST0080,F10,255
CUST0078,F3,122
CUST0077,F9,70
CUST0082,F9,97
CUST0030,F2,323
CUST0087,F9,348
CUST0088,F3,398
CUST0013,F10,397
CUST0019,F4,170
CUST0061,F4,127
CUST0063,F9,230
CUST0078,F10,157
CUST0057,F4,174
CUST0036,F10,292
CUST0017,F10,376
CUST0091,F4,280
CUST0023,F9,214
CUST0059,F3,308
CUST0051,F1,188
CUST0021,F10,17
CUST0074,F3,278
CUST0035,F1,17
CUST0009,F10,350
CUST0022,F2,157
CUST0015,F1,113
CUST0072,F4,24
CUST0089,F10,371
CUST0003,F1,160
CUST0088,F9,368
CUST0047,F10,296
CUST0004,F9,398
CUST0021,F9,363
CUST0068,F10,292
CUST0073,F10,268
CUST0019,F1,110
CUST0069,F1,46
CUST0015,F4,278
CUST0026,F2,45
CUST0034,F3,16
CUST0008,F1,250
CUST0001,F1,239
CUST0021,F3,227
CUST0063,F1,19
CUST0055,F3,257
CUST0034,F9,42
CUST0092,F9,79
CUST0067,F2,272
CUST0092,F4,6
CUST0056,F2,315
CUST0083,F3,282
CUST0024,F4,395
CUST0076,F9,340
CUST0085,F9,297
CUST0013,F1,214
CUST0047,F2,22
CUST0068,F10,373
CUST0009,F1,27
CUST0027,F10,48
CUST0027,F9,69
CUST0063,F3,265
CUST0060,F2,386
CUST0090,F3,219
CUST0064,F10,249
CUST0060,F9,266
CUST0053,F10,324
CUST0006,F3,119
CUST0069,F1,27
CUST0025,F4,126
CUST0032,F10,244
CUST0053,F1,89
CUST0043,F9,225
CUST0040,F2,363
CUST0044,F3,364
CUST0028,F3,255
CUST0028,F2,346
CUST0062,F3,275
CUST0029,F9,110
CUST0045,F2,6
CUST0075,F2,56
CUST0010,F3,188
CUST0059,F3,362
CUST0051,F1,85
CUST0058,F10,171
CUST0068,F4,46
CUST0085,F10,126
CUST0044,F3,80
CUST0090,F3,6
CUST0008,F10,323
CUST0096,F10,179
CUST0076,F2,7
CUST0016,F9,123
CUST0081,F10,258
CUST0079,F4,256
CUST0003,F9,87
CUST0070,F4,21
CUST0016,F2,151
CUST0011,F4,188
CUST0019,F3,53
CUST0001,F2,114
CUST0057,F3,222
CUST0028,F3,3
CUST0053,F10,306
CUST0001,F9,78
CUST0023,F3,336
CUST0014,F4,168
CUST0083,F10,56
CUST0059,F9,332
CUST0090,F4,368
CUST0084,F3,108
CUST0017,F10,52
CUST0053,F4,35
CUST0100,F9,167
CUST0007,F3,329
CUST0075,F4,92
CUST0016,F3,239
CUST0057,F1,212
CUST0056,F9,312
CUST0043,F3,151
CUST0005,F3,32
CUST0052,F10,71
CUST0033,F3,58
CUST0068,F10,209
CUST0044,F4,318
CUST0056,F9,62
CUST0062,F1,239
CUST0081,F2,74
CUST0018,F4,285
CUST0071,F2,37
CUST0099,F1,116
CUST0076,F3,302
CUST0081,F9,163
CUST0030,F2,233
CUST0057,F2,340
CUST0050,F9,199
CUST0009,F9,361
CUST0045,F4,89
CUST0015,F2,369
CUST0028,F3,332
CUST0022,F4,207
CUST0041,F3,312
CUST0040,F3,213
CUST0095,F9,203
CUST0082,F2,155
CUST0035,F1,338
CUST0074,F4,296
CUST0076,F10,339
CUST0041,F10,280
CUST0075,F10,301
CUST0096,F2,60
CUST0056,F2,393
CUST0008,F4,309
CUST0031,F4,4
CUST0014,F1,230
CUST0008,F10,353
CUST0017,F2,123
CUST0096,F4,183
CUST0029,F4,38
CUST0085,F9,124
CUST0018,F2,375
CUST0019,F3,71
CUST0058,F9,220
CUST0094,F1,157
CUST0069,F2,102
CUST0042,F3,381
CUST0076,F1,92
CUST0053,F2,10
CUST0008,F3,62
CUST0082,F4,327
CUST0014,F3,130
CUST0093,F3,6
CUST0048,F9,382
CUST0070,F9,13
CUST0089,F9,161
CUST0094,F3,337
CUST0093,F9,51
CUST0090,F1,304
CUST0004,F10,38
CUST0043,F4,86
CUST0061,F10,278
CUST0054,F3,344
CUST0018,F10,101
CUST0092,F4,212
CUST0005,F2,354
CUST0076,F10,266
CUST0053,F4,305
CUST0031,F10,255
CUST0023,F4,394
CUST0058,F2,301
CUST0079,F1,109
CUST0014,F1,82
CUST0025,F4,343
CUST0030,F9,169
CUST0094,F10,11
CUST0095,F1,112
CUST0037,F3,387
CUST0018,F10,158
CUST0026,F1,336
CUST0041,F9,229
CUST0072,F10,135
CUST0082,F10,325
CUST0007,F9,358
CUST0058,F9,245
CUST0089,F9,61
CUST0080,F10,348
